Application,ProcessID,SwapChainAddress,PresentRuntime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,CPUStartDateTime,FrameTime,CPUBusy,CPUWait,GPULatency,GPUTime,GPUBusy,GPUWait,DisplayLatency,DisplayedTime,AnimationError,AnimationTime,MsFlipDelay,AllInputToPhotonLatency,ClickToPhotonLatency
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.644315300,3.0153,3.0153,0.0000,0.0478,3.0602,0.3145,2.7457,NA,NA,NA,NA,NA,NA,NA
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.647330600,4.6779,4.6779,0.0000,0.0964,4.8788,0.3813,4.4975,NA,NA,NA,NA,NA,NA,NA
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.652008500,6.4095,6.4095,0.0000,0.2993,6.1956,0.1613,6.0343,NA,NA,NA,NA,NA,NA,NA
python.exe,31548,0x0,Other,0,0,1,Hardware: Legacy Flip,2026-8-20 19:21:51.658418000,1.9188,1.9188,0.0000,0.0890,1.8742,0.0795,1.7947,2.1738,16.8376,2.3306,2179.3378,NA,NA,NA
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.660336800,3.7532,3.7532,0.0000,0.0444,4.0295,0.5492,3.4803,NA,NA,NA,NA,NA,NA,NA
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.664090000,5.9034,5.9034,0.0000,0.3234,5.6772,0.1788,5.4984,NA,NA,NA,NA,NA,NA,NA
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.669993400,7.0896,7.0896,0.0000,0.1012,7.0931,0.1820,6.9111,NA,NA,NA,NA,NA,NA,NA
python.exe,31548,0x0,Other,0,0,1,Hardware: Legacy Flip,2026-8-20 19:21:51.677083000,0.0793,0.0793,0.0000,0.1047,0.0213,0.0213,0.0000,0.3464,16.5397,1.8274,2198.0028,NA,NA,NA
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.677162300,4.3200,4.3200,0.0000,0.0467,4.3746,0.3488,4.0258,16.8068,1.2983,-16.4604,2198.0821,NA,NA,NA
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.681482300,7.5352,7.5352,0.0000,0.1064,7.5318,0.1735,7.3583,NA,NA,NA,NA,NA,NA,NA
python.exe,31548,0x0,Other,0,0,1,Hardware: Legacy Flip,2026-8-20 19:21:51.689017500,5.7055,5.7055,0.0000,0.1069,5.6500,0.0929,5.5571,6.2499,15.7782,10.5569,2209.9373,NA,NA,NA
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.694723000,0.1743,0.1743,0.0000,0.0514,0.2417,0.2417,0.0000,NA,NA,NA,NA,NA,NA,NA
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.694897300,5.4344,5.4344,0.0000,0.1188,5.4190,0.3756,5.0434,NA,NA,NA,NA,NA,NA,NA
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.700331700,6.9416,6.9416,0.0000,0.1078,6.9215,0.1735,6.7480,NA,NA,NA,NA,NA,NA,NA
python.exe,31548,0x0,Other,0,0,1,Hardware: Legacy Flip,2026-8-20 19:21:51.707273300,3.5152,3.5152,0.0000,0.0919,3.4695,0.0890,3.3805,3.7723,16.3436,2.4776,2228.1931,NA,NA,NA
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.710788500,1.3369,1.3369,0.0000,0.0462,1.4718,0.3976,1.0742,NA,NA,NA,NA,NA,NA,NA
